license_type,APPLICATION_CLASSIFICATION,APPROVED_LICENSE_TYPE,Approved_License_Stages,commence_operations_date,application_status,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,ORIGINAL_SUBMITTED_DATE,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,APPROVED_SOCIAL_EQUITY,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,CNB_INITIAL_DATE_OF_REVIEW,CNB_DATE_NOTICE_SENT_TO_MUNICIPALITY,CNB_60_DAY_MUNICIPAL_DEADLINE_DATE,CNB_90_DAY_REVIEW_DEADLINE_DATE,CNB_DATE_BACKGROUND_AUTHORIZATION_SENT,CNB_DATE_BACKGROUND_REPORT_RECEIVED,CNB_FINGER_PRINT_RESULTS_RECEIVED_DATE,CNB_FINAL_APPLICATION_REVIEW,CNB_APPLICATION_RECOMMENDATION,CNB_FINAL_INSPECTION_RESULT,CNB_FINAL_LICENSE_RECOMMENDATION,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,APPLICATION_DENIED_DATE,CCCUpdateDate,ESTABLISHMENT_ADDRESS,ESTABLISHMENT_ADDRESS_2,ESTABLISHMENT_COUNTY,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,ID
Marijuana Retailer,Expedited Review - DBE Status,FINAL LICENSE,FINAL LICENSE,,APPROVED,COMPLETE,MR283689,JWTC Wick LLC,Rowley,MA,1969,42.711033,-70.908229,264 Newburyport Turnpike,,Rowley,MA,1969,POINT (-70.970827 42.635475),POINT (-70.908229 42.711033),11 Upper Beacon Street,,Maynard,MA,1754,85-1201109,MRN283689,Wed Dec 09 2020 15:53:30 GMT-0500 (Eastern Standard Time),Mon Feb 15 2021 09:33:57 GMT-0500 (Eastern Standard Time),Thu Dec 10 2020 14:39:01 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,,Veteran-Owned Business,,,,,,,,,,,,,,Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 22 2020 17:18:19 GMT-0400 (Eastern Daylight Time),Thu Jan 28 2021 13:40:59 GMT-0500 (Eastern Standard Time),Thu May 13 2021 12:28:18 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Aug 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,264 Newburyport Turnpike,N/A,Essex County,1500,10000,1969,Rowley,Essex,42.635475,-70.970827,Northeast,373
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,12/11/18,APPROVED,COMPLETE,MR281255,"Alternative Therapies Group, Inc.",Salem,MA,1970,42.52254,-70.911092,50 Grove St,,Salem,MA,1970,POINT (-70.970827 42.635475),POINT (-70.911091 42.5225399),"24R Pleasant St, Unit 2",,Newburyport,MA,1950,46-2086314,MRN281255,Fri Jun 22 2018 10:37:49 GMT-0400 (Eastern Daylight Time),Mon Jul 23 2018 17:50:21 GMT-0400 (Eastern Daylight Time),Tue Jul 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 23 2018 16:43:07 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,,APPROVED,RP201825,RPA201825,Not a DBE,,,,,,,,,,,,,,Tue Nov 20 2018 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 17 2018 14:02:10 GMT-0400 (Eastern Daylight Time),Mon Jul 30 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 23 2018 15:48:49 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 28 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,50 Grove St,N/A,Essex County,300,5000,1970,Salem,Essex,42.635475,-70.970827,Northeast,374
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MC281615,Witch City Gardens LLC,Salem,MA,1970,42.51445,-70.900493,36-38 Jefferson Ave,,Salem,MA,1970,POINT (-70.970827 42.635475),POINT (-70.900492 42.5144499),36-38 Jefferson Ave,,Salem,MA,1970,83-1048561,MCN281615,Tue Jan 29 2019 09:01:07 GMT-0500 (Eastern Standard Time),Mon Mar 16 2020 14:32:33 GMT-0400 (Eastern Daylight Time),Mon Sep 09 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,Fri Jul 20 2018 16:28:22 GMT-0400 (Eastern Daylight Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:40:40 GMT-0400 (Eastern Daylight Time),Mon Jul 20 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jul 20 2021 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,38 Jefferson Ave,N/A,Essex County,600,5000,1970,Salem,Essex,42.635475,-70.970827,Northeast,374
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,12/9/20,APPROVED,COMPLETE,MR281844,CTDW LLC,Salem,MA,1970,42.518747,-70.893879,11 Larchmont Street,,Salem,MA,1970,POINT (-70.970827 42.635475),POINT (-70.893878 42.5187469),11 Larchmont Street,,Salem,MA,1970,83-1824620,MRN281844,Thu Jan 17 2019 10:11:41 GMT-0500 (Eastern Standard Time),Mon Oct 07 2019 11:02:02 GMT-0400 (Eastern Daylight Time),Mon Aug 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,Thu Nov 19 2020 03:00:00 GMT-0500 (Eastern Standard Time),Wed Aug 29 2018 13:53:08 GMT-0400 (Eastern Daylight Time),Fri Nov 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 16 2020 15:31:08 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 17 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,3 Dodge St,N/A,Essex County,300,10000,1970,Salem,Essex,42.635475,-70.970827,Northeast,374
Marijuana Delivery Operator,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MD1262,Grassp Ventures LLC,Salem,,1970,,,141 W State St,,Granby,MA,1033,POINT (-70.970827 42.635475),,82 Wendell Ave.,STE 100,Pittsfield,MA,1201,85-3437870,MDA1262,Mon Jul 19 2021 15:22:48 GMT-0400 (Eastern Daylight Time),Thu Sep 09 2021 10:03:08 GMT-0400 (Eastern Daylight Time),Wed Sep 01 2021 15:03:43 GMT-0400 (Eastern Daylight Time),,,,SE303896,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Mon Jul 12 2021 12:37:27 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 10:43:05 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:43:38 GMT-0500 (Eastern Standard Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Nov 18 2023 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,1970,Salem,Essex,42.635475,-70.970827,Northeast,374
Marijuana Product Manufacturer,Priority Review - Economic Empowerment Priority,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,APPROVED,PAYMENT_PENDING,MP281993,Prime Tree LLC,Salem,MA,1970,42.495029,-70.925458,4 Technology Way,,Salem,MA,1970,POINT (-70.970827 42.635475),POINT (-70.925458 42.4950290),4 Technology Way,,Salem,MA,1970,86-1560845,MPN281993,Fri Oct 08 2021 17:23:10 GMT-0400 (Eastern Daylight Time),Mon Nov 08 2021 09:42:14 GMT-0500 (Eastern Standard Time),Mon Oct 18 2021 13:25:56 GMT-0400 (Eastern Daylight Time),,TRUE,yes,EE202151,,,,ee202151,,,,Not a DBE,,,,,,,,,,,,,,,Thu Dec 10 2020 14:48:00 GMT-0500 (Eastern Standard Time),Mon Nov 15 2021 15:56:16 GMT-0500 (Eastern Standard Time),Thu Jan 20 2022 15:44:34 GMT-0500 (Eastern Standard Time),,,,2/21/23,4 Technology Way,N/A,Essex County,,,1970,Salem,Essex,42.635475,-70.970827,Northeast,374
Independent Testing Laboratory,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,11/7/18,APPROVED,COMPLETE,IL281275,"CDX Analyticc, LLC",Salem,MA,1970,42.519762,-70.898126,39 Norman Street,,Salem,MA,1970,POINT (-70.970827 42.635475),POINT (-70.898126 42.519762),39 Norman Street,,Salem,MA,1970,47-5562943,ILN281275,Tue Jul 03 2018 10:32:24 GMT-0400 (Eastern Daylight Time),Thu Aug 09 2018 12:32:54 GMT-0400 (Eastern Daylight Time),Tue Jul 03 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 13 2018 10:23:51 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,Thu Oct 18 2018 04:00:00 GMT-0400 (Eastern Daylight Time),Tue May 22 2018 14:02:40 GMT-0400 (Eastern Daylight Time),Mon Aug 06 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 23 2018 15:46:38 GMT-0400 (Eastern Daylight Time),Thu Feb 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Mar 11 2023 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,39 Norman St,N/A,Essex County,300,5000,1970,Salem,Essex,42.635475,-70.970827,Northeast,374
Marijuana Cultivator,Priority Review - Economic Empowerment Priority,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,APPROVED,PAYMENT_PENDING,MC283233,Prime Tree LLC,Salem,MA,1970,42.495029,-70.925458,4 Technology Way,,Salem,MA,1970,POINT (-70.970827 42.635475),POINT (-70.925458 42.4950290),226 South Main Street,,Fall River,MA,2721,86-1560845,MCN283233,Tue Aug 17 2021 17:00:59 GMT-0400 (Eastern Daylight Time),Mon Nov 29 2021 14:53:24 GMT-0500 (Eastern Standard Time),Mon Aug 23 2021 19:45:08 GMT-0400 (Eastern Daylight Time),,TRUE,yes,EE202151,,,,EE202151,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,Thu Dec 10 2020 13:12:37 GMT-0500 (Eastern Standard Time),Fri Dec 03 2021 11:15:39 GMT-0500 (Eastern Standard Time),Thu Jan 20 2022 15:44:19 GMT-0500 (Eastern Standard Time),,,,2/21/23,4 Technology Way,N/A,Essex County,,,1970,Salem,Essex,42.635475,-70.970827,Northeast,374
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,11/8/19,APPROVED,COMPLETE,MR281892,"Insa, Inc.",Salem,MA,1970,42.49302,-70.93483,462 Highland Ave,,Salem,MA,1970,POINT (-70.970827 42.635475),POINT (-70.934830 42.4930200),122 Pleasant Street,Suite 144,Easthampton,MA,1027,46-3327054,MRN281892,Sun Dec 30 2018 19:47:19 GMT-0500 (Eastern Standard Time),Tue Apr 16 2019 12:46:49 GMT-0400 (Eastern Daylight Time),Fri Jan 18 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jun 27 2019 12:54:17 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,,APPROVED,RP201833,,Not a DBE,,,,,,,,,,,,,,Thu Oct 10 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 17 2018 10:22:36 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 13 2019 15:54:24 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Sep 16 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,462 Highland Ave,N/A,Essex County,300,5000,1970,Salem,Essex,42.635475,-70.970827,Northeast,374
Marijuana Retailer,Priority Review - MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MR281657,"Atlantic Medicinal Partners, Inc.",Salem,MA,1970,42.501785,-70.924032,297 Highland Ave,,Salem,MA,1970,POINT (-70.970827 42.635475),POINT (-70.924031 42.5017849),329 Washington Street,,Woburn,MA,1801,82-0991316,MRN281657,Fri Jan 11 2019 10:37:50 GMT-0500 (Eastern Standard Time),Wed Feb 13 2019 16:56:59 GMT-0500 (Eastern Standard Time),Thu Jan 24 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 18 2019 10:24:55 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,,APPROVED,RP201846,RP201846,Not a DBE,,,,,,,,,,,,,,,Tue Jun 26 2018 17:51:15 GMT-0400 (Eastern Daylight Time),Thu Feb 14 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 04 2019 16:30:02 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,297 Highland Ave,N/A,Essex County,300,5000,1970,Salem,Essex,42.635475,-70.970827,Northeast,374
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MR281663,Witch City Gardens LLC,Salem,MA,1970,42.536549,-70.887166,36-38 Jefferson Ave,,Salem,MA,1970,POINT (-70.970827 42.635475),POINT (-70.887165 42.5365490),36-38 Jefferson Ave,,Salem,MA,1970,83-1048561,MRN281663,Wed Jan 23 2019 09:31:27 GMT-0500 (Eastern Standard Time),Mon Mar 16 2020 14:35:38 GMT-0400 (Eastern Daylight Time),Fri Sep 06 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Wed Jun 27 2018 18:10:46 GMT-0400 (Eastern Daylight Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:41:09 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Oct 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,2 Bridge St,N/A,Essex County,300,10000,1970,Salem,Essex,42.635475,-70.970827,Northeast,374
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MC281657,Theory Farms LLC,Bellingham,MA,2019,42.085335,-71.493382,26 William Way,,Bellingham,MA,2019,POINT (-71.15444 42.199156),POINT (-71.493381 42.0853350),38 MONTVALE AVE,#210,STONEHAM,MA,2180,83-1241077,MCN281657,Tue Oct 16 2018 14:12:13 GMT-0400 (Eastern Daylight Time),Mon Apr 22 2019 12:26:23 GMT-0400 (Eastern Daylight Time),Thu Mar 21 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Nov 08 2019 08:33:33 GMT-0500 (Eastern Standard Time),,,,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,Sun Aug 05 2018 13:06:58 GMT-0400 (Eastern Daylight Time),Thu Aug 29 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 07 2019 13:45:08 GMT-0500 (Eastern Standard Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Nov 20 2023 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,26 William Way,N/A,Norfolk County,400,2500,2019,Bellingham,Norfolk,42.199156,-71.15444,Central MA,381
Marijuana Transporter with Other Existing ME License,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MX281357,Frozen 4 Corporation,Bellingham,MA,2019,42.084237,-71.494823,618 Columbia Road,,Dorchester,MA,2125,POINT (-71.15444 42.199156),POINT (-71.494822 42.0842370),8 Bayridge Lane,,Duxbury,MA,2332,83-2341577,MXN281357,Mon Jan 27 2020 16:13:52 GMT-0500 (Eastern Standard Time),Thu Mar 12 2020 15:15:02 GMT-0400 (Eastern Daylight Time),Wed Feb 05 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri Jun 05 2020 14:08:15 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,EEA201955,,,,Not a DBE,,,,,,,,,,,,,,,Fri Sep 20 2019 13:22:44 GMT-0400 (Eastern Daylight Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:13:30 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jul 16 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,24 William Way,N/A,Norfolk County,1000,2500,2019,Bellingham,Norfolk,42.199156,-71.15444,Central MA,381
Marijuana Delivery Operator,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MD1273,"Bud Bus, Inc.",Bellingham,,2019,,,24 William Way,,Bellingham,MA,2019,POINT (-71.15444 42.199156),,985 Plain St,,Marshfield,MA,2050,87-1064605,MDA1273,Wed Nov 03 2021 15:28:38 GMT-0400 (Eastern Daylight Time),Wed Nov 10 2021 12:30:31 GMT-0500 (Eastern Standard Time),Tue Nov 09 2021 11:01:25 GMT-0500 (Eastern Standard Time),,,,EE201961,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Thu Aug 12 2021 10:13:15 GMT-0400 (Eastern Daylight Time),Mon Nov 15 2021 16:16:33 GMT-0500 (Eastern Standard Time),Thu Jan 20 2022 15:25:05 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jan 20 2024 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,2019,Bellingham,Norfolk,42.199156,-71.15444,Central MA,381
Marijuana Courier,Expedited Review - Two or More,COMMENCE OPS,COMMENCE OPS,6/29/21,APPROVED,COMPLETE,DO100108,Faded LLC,Bellingham,,2019,,,30 Hemlock Street,,Brockton,MA,2302,POINT (-71.15444 42.199156),,30 Hemlock Street,,Brockton,MA,2302,85-1438831,DOA100108,Fri Jan 08 2021 17:31:35 GMT-0500 (Eastern Standard Time),Tue Feb 09 2021 21:31:46 GMT-0500 (Eastern Standard Time),Wed Jan 20 2021 06:52:10 GMT-0500 (Eastern Standard Time),Mon Mar 15 2021 09:49:01 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,,,,,,,,,,,Thu Jun 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 08 2020 14:28:52 GMT-0400 (Eastern Daylight Time),Thu Feb 11 2021 13:44:04 GMT-0500 (Eastern Standard Time),Thu Mar 11 2021 13:48:05 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Fri Mar 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,5000,2019,Bellingham,Norfolk,42.199156,-71.15444,Central MA,381
Marijuana Cultivator,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,4/29/19,APPROVED,COMPLETE,MC281557,"Good Chemistry of Massachusetts, Inc.",Bellingham,MA,2019,42.084663,-71.494814,20 Williams Way,,Bellingham,MA,2019,POINT (-71.15444 42.199156),POINT (-71.494814 42.0846629),50 Congress Street,Suite 420,Boston,MA,2109,46-3379588,MCN281557,Thu Jun 21 2018 14:41:00 GMT-0400 (Eastern Daylight Time),Mon Jul 30 2018 14:55:53 GMT-0400 (Eastern Daylight Time),Tue Jul 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Nov 27 2018 14:08:58 GMT-0500 (Eastern Standard Time),TRUE,,,,,,,APPROVED,RP201817,RPA201817,Not a DBE,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,,,,,,,,,,Thu Feb 21 2019 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jun 18 2018 14:37:08 GMT-0400 (Eastern Daylight Time),Fri Aug 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Nov 20 2018 14:51:27 GMT-0500 (Eastern Standard Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 30 2023 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,20 William Way,N/A,Norfolk County,600,7500,2019,Bellingham,Norfolk,42.199156,-71.15444,Central MA,381
Marijuana Transporter with Other Existing ME License,Expedited Review - Social Equity Participant,COMMENCE OPS,COMMENCE OPS,4/22/22,APPROVED,COMPLETE,MX281395,Faded LLC,Bellingham,MA,2019,42.130152,-71.47099,190 Farm Street,Suite B,Bellingham,MA,2019,POINT (-71.15444 42.199156),POINT (-71.47099 42.1301520),30 Hemlock Street,,Brockton,MA,2302,85-1438831,MXN281395,Thu Jul 08 2021 16:46:26 GMT-0400 (Eastern Daylight Time),Wed Aug 25 2021 16:23:12 GMT-0400 (Eastern Daylight Time),Wed Jul 28 2021 14:22:08 GMT-0400 (Eastern Daylight Time),Mon Nov 08 2021 11:08:48 GMT-0500 (Eastern Standard Time),,yes,SE304880,,,,,,,,"Minority-Owned Business | Woman-Owned Business | Disability-Owned Business | Lesbian, Gay, Bisexual, and Transgender Owned Business",,,,,,,,,,,,,,Thu Feb 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jun 21 2021 23:19:25 GMT-0400 (Eastern Daylight Time),Fri Sep 03 2021 10:44:03 GMT-0400 (Eastern Daylight Time),Thu Oct 14 2021 13:08:30 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Nov 08 2023 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,190 Farm St,Suite B,Norfolk County,,2500,2019,Bellingham,Norfolk,42.199156,-71.15444,Central MA,381
Marijuana Cultivator,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MC283525,Frozen 4 Corporation,Bellingham,MA,2019,42.084237,-71.494823,24 William Way,,Bellingham,MA,2019,POINT (-71.15444 42.199156),POINT (-71.494822 42.0842370),8 Bayridge Lane,,Duxbury,MA,2332,83-2341577,MCN283525,Thu Jun 10 2021 09:44:03 GMT-0400 (Eastern Daylight Time),Tue Jul 06 2021 09:21:16 GMT-0400 (Eastern Daylight Time),Wed Jun 16 2021 12:03:34 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 12:41:11 GMT-0400 (Eastern Daylight Time),TRUE,yes,EE201961,,,,EE201961,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,Fri May 21 2021 13:01:15 GMT-0400 (Eastern Daylight Time),Fri Jul 16 2021 08:38:03 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 12:29:14 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Sep 17 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,24 William Way,N/A,Norfolk County,,1250,2019,Bellingham,Norfolk,42.199156,-71.15444,Central MA,381
Marijuana Product Manufacturer,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MP281759,Frozen 4 Corporation,Bellingham,MA,2019,42.084237,-71.494823,618 Columbia Road,,Dorchester,MA,2125,POINT (-71.15444 42.199156),POINT (-71.494822 42.0842370),8 Bayridge Lane,,Duxbury,MA,2332,83-2341577,MPN281759,Tue Nov 19 2019 14:25:53 GMT-0500 (Eastern Standard Time),Fri Dec 20 2019 12:30:29 GMT-0500 (Eastern Standard Time),Mon Dec 02 2019 00:00:00 GMT-0500 (Eastern Standard Time),,TRUE,,,,,,EEA201955,,,,Not a DBE,,,,,,,,,,,,,,,Fri Sep 20 2019 13:32:38 GMT-0400 (Eastern Daylight Time),Tue Jan 14 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:18:11 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Mar 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,24 William Way,N/A,Norfolk County,1500,10000,2019,Bellingham,Norfolk,42.199156,-71.15444,Central MA,381
Marijuana Courier,Priority Review - Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,9/17/21,APPROVED,COMPLETE,DO100106,Frozen 4 Corporation,Bellingham,,2019,,,618 Columbia Road,,Dorchester,MA,2125,POINT (-71.15444 42.199156),,8 Bayridge Lane,,Duxbury,MA,2332,83-2341577,DOA100106,Tue Aug 11 2020 10:25:04 GMT-0400 (Eastern Daylight Time),Wed Aug 19 2020 12:00:09 GMT-0400 (Eastern Daylight Time),Thu Aug 13 2020 10:43:29 GMT-0400 (Eastern Daylight Time),Fri Oct 09 2020 09:56:42 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,Thu Aug 12 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 06 2020 11:28:03 GMT-0400 (Eastern Daylight Time),Thu Aug 20 2020 14:29:37 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 13:08:31 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Nov 20 2023 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,,5000,2019,Bellingham,Norfolk,42.199156,-71.15444,Central MA,381
